col0_1	col0_2	abc_1	abc_2
18.877399	20.021238	18.537357	8.185144
1.227928	1	1	1
30.744558	26.637604	30.944525	28.567652
23.150145	20.594002	2.857375	3.808079
27.760592	27.744278	20.025761	23.429262
1	1	1	1
42.873791	37.180634	3.551297	6.664124
12.4252244828496	14.7363556833773	13.6482320290237	20.1224958812665
2031.22907411779	2125.96629407311	2068.26091598944	1934.19324345167
58.68454	62.096161	9.035086	11.272526
107.052773	91.404579	120.007561	108.689613
1076.22882194126	1415.19737772687	990.235397647577	548.152872762115
10.7588659852941	9.52053	87.1125909558824	100.373269102941
1	1	2.202812	2.249638
1.669341	1.55515	4.499071	6.150865
38.733467	38.125839	67.118408	74.536171
26.83807	18.449217	131.933029	70.382187
52.6889291764077	51.0131116985032	39.8242572630078	37.8657797113329
22.164778	17.482586	16.927035	17.527973
9.294307	10.533481	3.6316	1.637161
4.652421	3.426724	2.849061	2.079013
52.1652724656604	61.304184	6.258013	6.858235
376.460024566667	253.063542015686	428.705241360784	372.448330080392
49.735786	53.52536	31.331238	33.508766
4.229967	4.108929	2.732525	3.006458
635.546448	727.541748	167.880844	114.046448
1.442135	1	57.78437	76.483414
1	1.294583	1.236451	1.565927
68.461159	67.885506	24.73897	21.858389
81.297287	68.172951	107.66275	113.974594
104.95489374186	149.761311237597	108.872892207752	110.043516457364
1	1	1	1
1.439771	1.415767	1.476204	1.629358
57.809711	53.180302	32.612564	32.169346
122.615105	105.034386	130.029312	150.841919
49.3761589667812	34.8208910332188	18.3684004753723	17.3777254398625
48.65028	40.211296	49.93708	40.094894
1	1.275205	1	1
186.146851	121.059456	555.740784	601.931763
1.050019	1.121543	1.048682	1.233498
36.2054111551541	24.3103535573858	17.2453221046759	16.3621492656748
99.121902	81.597778	86.219299	76.90316
151.222305	142.511581	1153.47583	1126.691406
34.217783738151	31.9789471317354	28.8160576536313	29.6295455847901
1	1	1	1
86.6026223480096	67.9685373262967	75.7894874668275	79.0627607340169
1	1	1	1
36.614277	33.395256	22.07391	27.440958
56.161537	60.590229	116.67675	113.908241
3.845906	1.625205	2.561958	3.478751
44.190453	32.409605	30.431843	28.867739
163.051573906643	133.501300096948	157.454931903052	144.40125348833
1	1	1	1
16.797608	10.67645	2.108857	1
70.232292	56.447544	32.937023	33.638599
671.059692	715.262695	1308.60791	1151.667969
1	1.252637	1.710512	1.728018
1	1	1	1
40.418701	38.769917	56.768822	53.981281
1	1	1	1
20.040731	12.630634	23.34277	30.50326
19.627436	16.688102	19.893438	20.389788
2.959692	2.509026	1.551309	1.095119
3.683539	4.018637	31.64403	21.712629
63.0316872934783	66.9952438478261	47.8150688115942	37.717461
58.747952	39.208244	42.736374	38.139755
107.107552	67.096672	80.740097	99.760513
32.58379	22.135225	28.045565	26.162336
41.900475	26.554796	38.099941	25.813223
307.064178	305.632751	77.891212	93.298286
21.6304997589994	18.6224847266626	11.5564248401464	10.7793850439292
2.87119165181058	2.62114695961003	11.4152740640669	6.91296560793872
85.584663	78.342514	21.660776	23.281851
1	1	1	1
74.690712	54.833828	117.578613	117.214638
1	1	1.464263	1
15.367626	18.616606	12.862892	16.675698
42.713264	42.533283	30.067284	38.274208
1	1	1	1
3.1675424362714	3.50502490995561	8.73523522384274	6.56513345846544
1.876773	1.855705	5.735795	5.811684
19.711336	27.124039	99.208672	96.966904
1.454154	1.551781	3.30636	3.234943
33.5748094054204	30.0725172732301	70.4785007743363	56.3330682439159
53.637516	44.112335	91.254654	131.543045
67.985229	62.037991	83.511002	74.889534
10.441007	6.546027	5.879096	5.349875
6.713133	4.870082	3.410683	2.293997
84.828079	55.521526	142.366974	138.170441
22.12711	14.459645	16.836339	16.346331
51.406834	46.23888	46.843887	32.14823
4.053515	3.030823	46.22723	37.506893
1	1	2.508103	3.809273
34.502651772528	23.7193278236727	563.450608876766	552.374726691184
132.184311	50.844418	36.402512	196.547287
346.397125	345.459381	63.546215	184.247955
43.528591	27.341364	42.385696	31.74033
1	1	1	1
1	1	1	1
58.449989	50.630165	30.928713	38.070259
293.694	294.850403	159.130005	561.438965
1	1	1	1
1	1	22.675602	41.203522
396.527952271663	497.611562005464	5.21099006088993	14.872764381733
62.477608	54.526939	53.83345	63.173397
425.771851	388.293823	480.37265	473.914825
101.772499	115.287796	156.022034	137.20314
151.978363	139.932892	240.333817	218.683929
9.606999	9.330044	2.019293	2.060447
1	1	1	1
1	1	1	1
326.618561	405.527374	86.00367	78.043289
97.3882448765195	100.391024756878	61.0583707172105	67.9537443115803
1216.494751	1010.74231	1395.619995	1291.416626
47.0982098166384	45.5945878123939	8.99978247113752	10.085653033107
375.280354151645	358.150872465427	462.312873903672	430.387745136862
13.011151	10.219869	6.351352	6.772227
7.677055	7.422498	8.360813	5.847982
63.800465	48.130859	8.810751	7.139501
19.535948	18.465446	7.286034	6.762263
22.500225	26.337132	77.574112	40.861935
73.206589	72.632256	87.468292	82.612785
70.516571	88.193779	55.366974	56.60923
15.853708	19.072321	49.595875	46.643204
1.961653	1.390117	3.034669	2.7603
37.596153	43.82114	329.782776	315.786163
384.918365	377.188629	119.712364	92.232109
64.124191	64.5863	76.937653	80.88282
83.306847	76.501564	57.520409	57.941517
51.3110966583371	45.229858	63.2776595933666	60.0275702794184
1	1	1	1
1	1	1	1
104.83920547033	84.7190602703297	79.5159817076923	73.6450953186813
66.3554448027192	49.2030067633185	94.507275127081	87.2397982150388
32.194798	31.406107	33.720562	32.177845
17.291227	15.600063	12.986602	12.009923
1	1	1.243745	1
1	1	1	1
18.121096	20.934256	33.307926	32.571728
14.714166	13.518839	5.812105	6.619369
26.288822	23.911787	186.976166	210.174911
190.374725	273.042816	104.688347	107.797371
1	1	1	1
37.837185	28.899185	20.501249	22.096697
263.584735852782	259.84840878901	342.212976955224	311.815257417232
521.28656	576.822632	119.041367	117.830177
8.391951	15.064061	1.418579	1.579012
11.682735	8.195679	9.32937	7.879059
1	1	1.688722	1.498774
206.861145	204.733475	176.993942	171.961349
62.8448318926488	61.786149075846	96.6755218879813	107.226567157526
1.419701	1.254961	3.246659	1.877775
1.29662	1	95.972733	111.037773
670.398254	815.649353	617.892883	635.020081
47.095997	48.236893	12.329799	16.416883
1.651318	1.852333	1	1
12.503961	11.01298	1	1
1	1	1	1
55.195615608074	60.6412652918419	60.8701806568545	63.1555559083263
116.584685491803	95.279881795082	227.469018909836	222.442311278689
28.636808	33.187469	22.970066	29.503193
11.955289	13.069711	1.81593	1.302651
62.3146323510972	53.0173118357367	35.9087933855799	39.3706962275862
112.725578	110.301903	90.874931	127.686661
28.512571	30.033833	38.722195	44.855793
1	1	1	1
14.050426	22.777632	6.736474	20.096256
1	1	1	1
123.808945	109.228783	51.455105	36.043274
18.593599	14.979915	4.735284	3.00565
29.5312528967928	25.8879461583059	25.0186977722039	25.267997426398
222.763779	145.864655	134.889053	146.795883
23.4801833601318	22.9409549970346	20.0901091578254	23.4406726121911
5.09238	5.868303	3.522223	3.334783
159.418884	140.813141	60.816547	62.382217
406.14183375353	179.331888776637	141.90591038896	148.481659
42.987434	38.041725	67.833374	69.715576
14.219517	9.952451	27.968571	24.056803
1	1	1.302812	1.716227
563.558289	481.530731	124.086372	122.929138
101.126183	68.947853	25.306896	26.694801
29.482903	24.065863	10.152966	9.724014
159.539307	140.47818	185.877579	181.179871
1	1	1.480686	1.41582
49.37648	39.556709	53.13842	61.467186
134.973373	110.165947	170.564682	178.77623
10.1750361690507	6.75751409102731	2.73559565669701	2.650072
89.952034	77.479736	79.707283	81.458771
7.695728	9.355988	7.50631	9.446641
49.1932488468468	53.5727643811504	33.8614515121275	33.334442031878
99.872025	95.439041	115.489235	120.497803
40.9854531440414	40.9206762968912	26.9871964948187	35.0351174984456
110.77639	91.753052	115.760765	114.501595
145.730353927966	142.856064751695	210.791006622881	246.806990455932
1.997094	1.675144	2.677368	2.407353
5.492151	4.516234	6.999777	7.838955
57.31712	54.510777	46.690777	40.961727
137.870615606647	132.929487700906	106.348404515408	117.360025312991
24.679651	25.109112	34.677635	33.856514
4.319429	3.953616	2.202409	1.531651
72.832642	61.601826	118.133804	102.263016
1.325792	1.338859	2.668827	1.946287
29.809544	16.451848	29.858845	35.130074
27.7665143487451	29.8430191994716	15.4709638256275	16.0162119815059
52.402214	54.052513	60.983585	67.349152
1.702281	1.832495	13.987711	27.295073
307.600647	294.65387	1301.365967	1910.186523
17.62717752	15.2143073257143	336.498664342857	360.575912948571
50.7752	46.190868	67.55558	135.092834
75.42347	56.28775	312.981781	348.579315
48.853472794533	36.4136769594533	71.0787727553531	66.508473605467
133.926352749487	93.7082002371663	171.875094843943	150.975412572895
1.286367	1	1.364515	2.230304
4.614638	3.024859	61.681679	93.956459
45.434521	43.587856	239.370911	263.894501
36.082417	26.047121	62.136032	75.781029
79.370087	85.659019	56.136433	58.562572
1	1	1	1
1	1	1	1
1	1.218436	3.208678	6.410061
1	1	1	5.899798
1	1	1	1.506364
1	1	1.56952	4.911493
1.021596	1.052476	1	1
1	1	1	1
1	1	1	1
1.965509	1.531295	5.325585	7.988106
87.680626	63.384914	101.342018	93.225121
10.364434	15.678942	1.972048	2.398686
410.073253570306	375.90864291179	171.594088396507	168.810692543231
1	1	1	1.286379
271.604156	272.918091	401.765533	428.015686
1	1	1	1
19.1384696323957	14.4018986217265	39.7794200242483	54.1054913472357
11.834104	6.633224	7.417972	12.208955
417.564376501441	391.794899241595	68.8404275470701	77.7862549745437
1	1	1	1
18.730824	16.019482	12.697236	9.471928
17.564465	12.977972	20.818314	18.182142
3.668831	2.894621	1.928832	1.668547
1	1	1	1
32.351784	23.412706	35.011654	39.87257
184.821899	201.258057	47.396275	58.523754
42.92738	47.991528	31.30068	32.608864
18.315186	18.585381	8.222834	8.689777
95.9305004540655	92.4797827138332	420.68910198944	401.814277017951
1	1	1.067828	1
343.160095	309.034729	391.862122	308.608765
1.688017	1.687801	15.03493	27.135767
31.420753	78.978027	60.312077	65.015579
8.957622	6.694027	6.390971	4.474875
12.272664	10.175838	19.638624	19.851135
150.714951	109.134338	329.177338	343.377258
13.132982	6.6991	12.335043	14.181122
50.46693	50.56181	25.686676	31.944422
38.1221711321474	36.4899521880559	31.5509026747141	28.7064532693774
27.293716	19.620703	4.60716	3.573073
5.806421	5.479673	183.56189	213.1884
68.331596	78.66993	75.418259	78.940651
26.3259166403642	27.5226307162367	87.8562553748103	262.969130250379
30.453445292043	22.8424810236559	9.08578344387097	49.5030922886021
1	1	1	1
1	1	1	1
10.047084	17.334129	72.816086	69.028107
1	1	2.264042	1.47788
61.679779	61.334232	59.668919	66.348457
64.603069	68.870087	45.571136	48.644386
1	1	1	1
100.188536092384	76.0662585011266	116.144247518702	106.059377022533
2.893684	3.052278	6.155834	7.069607
79.881783	85.193771	78.446716	91.856979
252.685104	184.173782	131.938736	123.080856
12.5881	7.867637	14.599087	14.926292
9.29602	5.940213	9.065465	9.822208
5.523739	3.198091	3.3184	4.259084
23.532555	22.983248	6.420382	9.417025
95.87075	83.46299	113.909645	94.508713
52.297489	37.262192	38.38913	39.883911
120.928391	88.371193	134.373322	125.606392
89.584221	87.414139	27.147057	35.553066
48.258499	61.522518	20.91227	29.668262
45.306732	34.289783	33.852459	34.047909
179.57457	220.273254	57.856194	58.299629
2.782935	2.51105	2.321064	2.014059
45.456966	47.109806	30.951866	40.798664
25.350367	22.858931	257.559753	305.292175
403.947451897436	272.618222948718	72.3144004444445	87.8304941025641
1.117819	1.249792	1.52568	1.319919
1.04138	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
23.8697663306693	19.7614467807193	95.8392939885115	129.770125693806
446.59671	427.762634	616.093262	591.06073
15.1367076391892	14.1059379405405	77.1775333635135	83.4114642081081
43.808739	31.972322	16.679924	11.959057
1	1	1	1
11.185744	9.244242	18.109631	11.932967
2.45990487725041	3.2653873289689	173.304044664484	271.325261639935
308.444092	289.343079	157.098557	207.709106
1.944146	2.062791	1.272531	1.654878
107.151161	103.753181	143.946808	124.154716
2.513359	2.208758	1.313675	6.25757
14.95474	17.621794	69.67173	105.784065
15.645654	21.855558	38.207249	71.183983
1482.406372	1437.401245	84.433945	43.304199
31.070257	24.832952	1.998768	1.481402
43.412434	35.493587	10.148272	4.811089
79.625153	69.368599	44.482922	38.192108
44.1625061315955	39.2458884031953	27.4476085047299	24.383430358209
4143.99500997523	4275.20430710572	4198.82245773901	3641.520154679
44.51643	34.623081	51.344551	56.32354
1	1	1	1
2.10265	3.36518	2.183625	1.710221
1	1	1.340899	1.588393
9.272025	9.54215	33.766171	37.27187
155.042404	112.400833	75.263405	66.333405
1.135857	1	1	1
1	1	1	1
8.875056	6.443024	1.174548	1.418599
1	1	1	1
15.636266	17.176414	1.538455	1.215218
22.747063	31.892698	3.818736	6.694581
1	1	1	1
29.554052	31.713047	18.781132	19.118572
9.313953	7.973368	1.355107	1
7.386601	10.375283	1.163619	1
17.546623	12.868967	27.939203	27.467737
22.458019	19.144804	33.156223	30.374769
26.796694	25.749422	4.338178	2.085694
1	1	1	1
2.17032	1.355474	2.139041	1.682906
149.924040357333	171.595744938667	103.360123850667	109.417386624
209.390656	295.924744	145.468613	140.208572
49.714203	56.540592	74.047951	90.649162
64.9813359603961	110.711867787129	4.99851154455446	18.4363219108911
116.927704	147.632385	30.689939	33.259468
225.861237	167.501953	254.00174	235.057205
1	1	1	1.083272
214.92157	240.47171	219.777878	253.081635
5.774343	4.642986	5.356606	7.983784
105.85276	97.723106	186.772003	186.874847
42.840752	42.534203	54.929871	55.485027
1	1	1	1
13.964966	18.550562	13.994626	13.715197
2.492142	3.215461	2.985126	3.625108
185.049026059548	147.834075952772	246.436555170431	236.294866197125
22.020289514218	22.1941656090047	6.60863156812796	6.97221970912322
9.455648	7.371377	7.773458	7.352974
36.654743	30.53067	50.58939	59.948265
38.7764523257538	35.2707841127039	18.1130180276817	19.3279858329214
11.279638	9.141613	5.356139	6.457293
24.6309152714192	16.0674169064748	29.9848920536298	36.7143599901897
104.940781	90.039902	83.5664156804408	71.7188622011019
20.8077737142857	24.0490178918919	110.36456511583	107.910384461004
9.392824	11.231595	4.323357	5.295159
201.06429850375	225.38320606125	267.49009216875	312.40529046375
1.858512	1.641565	10.147901	10.879893
1	1	1	1
3.353688	3.207302	3.454493	3.252531
1.315777	1.206517	1	1
7.248436	5.42042	3.364947	1.668069
7.201547	4.222208	2.749461	2.946189
8.897216	6.65038	5.507233	3.5622
2585.80306853997	2836.57361774474	3366.24951717952	2855.0252130547
23.115559	21.911442	18.168743	18.602715
125.193599984559	84.5681926242647	105.705853930147	110.664468180147
1	1	1	1
4.054742	3.149376	1	1.41292
1	1	1	1
64.177796133646	48.6122269041032	69.0830251146542	61.3652055338804
77.4850984338762	67.8773155042345	78.7628995335505	88.3732960514658
14.455035	16.384409	4.617343	5.112191
34.877936415987	24.6222287569331	50.5524668743883	52.0216812936378
1.098793	1	44.924679	59.625023
58.176712	68.798729	61.336609	52.290115
43.363197	36.101498	48.632523	55.986938
11.592014	9.805946	10.091181	10.996944
107.943466	102.458916	74.690865	74.665543
58.466278	49.392204	11.435987	12.305644
181.633328776927	149.976696404021	111.035195832456	115.263131784107
1.129422	1.052588	2.348471	2.065287
260.306732	254.009491	254.194031	241.120956
30.85998	24.776348	24.076334	25.004833
44.3691394054054	30.755077506463	17.8395521210341	21.0960656733255
39.92186	36.596653	21.136108	27.866394
2.531655	2.972667	2.137603	1.151649
148.629913	123.595627	21.191511	25.047585
147.945679	117.925255	162.676437	157.028473
89.2522916683599	88.1732368544993	53.8250485932511	55.3420743523222
209.158005	208.21109	9.407836	5.577796
59.781631	66.828369	59.618023	53.702805
73.491678765	53.739181215	169.394415525	157.955367365
128.041488970362	129.233058852993	42.5399317830468	56.9140113289864
1.423474	1.195099	1.073183	1.062977
1.95375	1.5023	1.241427	1.096498
89.21859	100.289124	33.717148	30.256512
250.099792	365.32605	52.600094	54.07206
369.449158	234.843918	64.417782	65.352577
9.122932	23.017193	6.355383	6.187684
79.156219	70.588921	45.977501	43.507931
123.01963	126.988411	47.666176	56.803043
54.013523	46.3428	59.943283	46.760487
36.006222	24.936378	18.841702	17.936541
2.34983	1.809124	5.089319	5.704482
1.17776248218643	1.27010298731088	1.04336039824305	1.25842002489019
1.682838	1.875738	1.218037	1
2.087244	1.369869	1.211637	1.404527
1.025823	2.056265	2.911912	1
22.205641	20.966917	47.9342	54.079205
1	1	1	1
66.326309	74.590927	42.851151	53.506844
15.363708	12.099769	9.61066	13.415595
14.19108	11.7598321239243	14.1176107194492	17.9636972185886
106.352707	133.983414	95.661919	87.088234
290.262540215827	397.272466205755	285.340398234532	249.194225542446
7.179653	8.467061	12.545775	11.113296
25.849283	13.00743	18.064501	18.781349
40.4366586175486	31.9066835539183	36.0526037099799	38.6333625237776
15.705455	7.974418	114.818474	123.482986
40.126762	46.310093	6.426957	5.647695
48.627796	36.429688	32.961794	21.326191
1	1	1	1
1	1	1	1
1	1	1	1
88.296013	92.689316	210.749207	224.614777
2.558909	2.092368	5.919439	7.846622
26.283564	14.404436	33.148865	31.3283
12.860898	17.768816	10.208048	8.65263
68.3412610121539	40.5898546117488	57.3160285854153	54.8394925955435
16.470873	12.780403	17.355947	16.794605
62.563255	57.367264	72.844025	67.977989
46.382286	45.091248	25.527636	26.512253
31.632925	27.535044	19.941566	20.143753
1	1	1	1
94.1351792	80.0772309610959	84.6336198361644	83.9425078361644
142.296753	121.394073	78.584908	73.676613
1	1	1	1
10.526031	10.838588	26.456993	33.98278
22.248835	17.691078	17.843138	24.904396
56.4534629186876	57.6840156034237	30.4241710099857	33.3114861597717
12.379312	7.664482	52.214664	53.749939
76.104019	62.902714	49.527748	54.92223
5.548683	5.159729	6.145877	4.585266
37.794514	32.686617	35.223572	25.811148
29.628044	33.044739	16.87789	17.368645
137.540236176144	152.907944783634	339.212331138696	311.829954407767
1	1	1	1
2.265377	1.998224	2.208815	1.3813
10.218722	9.619503	45.280457	31.915237
10.127378	11.714622	478.433563	385.615662
696.445251	1029.864624	26.25663	10.916463
42.4149364446808	35.784684953617	69.1788819680851	69.6949802144681
1504.66492400451	2166.42044290383	713.149096551465	822.080535529677
56.796960933526	53.3786011242775	56.4475014306358	54.0307571358382
34.263485	52.067131	43.373791	43.003036
10.18132	10.77629	20.392563	18.678434
1	1	1	1.023817
6.466307	6.406213	1.688041	1.165168
1	1	1	1
1	1	1	1
115.227516	86.842232	67.377304	60.204681
557.587891	807.457825	3.74579	3.636171
25.259529	24.863546	34.303417	31.12882
28.0674719254997	21.2572649376136	10.3890246347668	11.1127719261054
736.043274	712.338013	236.875916	245.14711
9.216575	5.39229	5.912961	7.213309
277.799316	291.404175	95.899445	50.51614
555.835693	525.692749	98.290314	50.225597
649.962341	779.201782	47.308102	36.844337
1.712094	1	1.533125	1.831043
33.488865	34.096043	8.290971	8.623262
1	1	1.161831	1
44.5550160887246	40.3533685628466	47.1128043927911	43.3055610499076
190.902512	243.786591	176.163635	183.301941
36.069889	28.367085	35.041912	35.799839
24.27219	19.843506	46.072914	47.177784
1	1	1	1
45.587723	34.796692	69.626228	64.958073
157.294477715187	154.646133608678	135.890855145562	131.730161726233
71.531357	98.700096	50.164345	42.530487
124.795548513463	134.198776244208	119.845679938635	124.396931364433
1	1	1.112475	1.253397
237.616409	184.111679	106.458214	97.736855
28.1300783684211	19.0221002631579	37.2837110526316	33.6487185789474
86.2648098799768	73.4371221499564	76.0074485248474	73.3403160604475
122.246420094157	101.74355554223	101.563443991069	118.259686666497
13.13421	9.434558	2.738198	1.227271
20.2264683260657	19.3190166300833	17.8440141543361	19.5493322564919
51.8662089754266	70.1636450334471	69.6561666	76.2254992300341
220.043243	205.935303	895.656128	1220.796265
113.101398973847	83.0091008112221	89.711292637185	89.7252801559677
45.14241	38.924149	31.35215	27.194681
1	1	7.58281764404223	12.0076353740573
1	1.546143	1.470081	1
51.8178579727782	49.0274659023219	48.0143554331465	46.819797060048
60.844547	52.378185	70.083549	66.649361
4.667542	4.486286	1.776503	1.918765
42.086758	35.427448	24.133535	29.403059
1351.78418	1191.252563	1797.916138	1570.329712
42.933628	36.776699	323.172791	250.667542
133.936586184106	168.450369568212	45.4388842609272	38.1512061523179
379.290253	329.998138	76.6036	93.878082
312.601196	317.42276	1130.113525	854.631042
5.368421	5.438143	27.20981	29.651466
69.142708	61.142609	71.974548	70.4944
6.017049	8.324276	43.607609	38.781509
432.132751	296.005646	366.634918	375.771454
47.10965	28.124287	4.228323	2.539693
1	1	1.129135	1.220622
74.742302	66.782455	56.062302	52.514915
55.647144	60.134739	27.266909	28.890471
1	1	1	1
4.794379	2.774103	3.35235	3.39623
36.669182	29.64743	34.6395	33.934334
18.72287	16.540556	22.904146	20.510971
77.350998	64.120426	101.024109	102.812805
227.88118	181.526291	264.810883	218.380447
1.059781	1.145263	1.058183	1.139533
1	1	1	1
1	1	1	1
1	1.943978	2.396645	1
37.076679	34.104012	80.055046	80.432549
31.180534	29.398666	68.825371	64.663063
134.091385	80.348473	52.01738	49.616714
826.543091	779.710938	651.889526	525.270569
1063.532471	1359.690796	547.112122	510.529175
953.552368	1232.427124	410.03125	386.397034
23.455423	19.026211	7.929758	9.193586
24.082905	25.086441	7.90121	11.366611
1.850787	2.519767	9.292214	12.81359
176.662567	147.103073	134.08754	127.498451
14.932648	12.724914	15.384997	14.186885
12.2758544170213	11.9787838102128	5.95084269021277	4.6574906587234
50.470287	41.108562	45.139153	59.042427
273.31604	365.869568	77.744827	110.715065
358.454712	419.548828	281.459381	312.476776
7.607052	4.732261	1.408472	1.102634
12.225198	15.375854	5.86832	4.021032
1.219435	1	1.994546	1.256089
19.141386	13.976274	1.685995	1
72.515144	73.149139	118.641495	117.094551
38.4629364960836	41.9427679852045	27.0371031592689	36.1259785361184
15.964188	11.801933	19.880709	22.43816
45.1789024749808	45.6339729330254	71.0840137775212	67.173732034642
1540.03960095484	1821.41861494839	77.497787	73.156181
33.8884619468977	31.9813871011738	30.9706123163779	27.69573305981
41.389709	44.925961	46.744389	53.834507
24.833469	17.33872	2.114069	1.487789
79.374207	65.832619	106.090439	102.246208
269.934021	251.28009	386.787201	382.630768
129.313202	124.091438	121.053871	175.380096
1024.548279	1172.605591	1270.777588	1539.881104
798.108154	841.419189	1029.423706	980.841187
16.821321	16.712905	9.203683	8.701932
63.6035431634506	50.8668138660613	48.6399362128263	52.1559841736663
5.470356	5.385428	37.583054	23.155495
114.796501	82.438423	24.146208	14.078238
152.544233775325	129.552256494805	125.11733135974	115.346550246753
121.304947	114.879486	189.431885	177.788467
243.794083	161.776978	266.675781	200.491943
354.137467900815	234.8359219375	250.800799990489	231.776564373641
1	1	1.795629	1.31801
32.046736	31.309179	31.879509	39.004787
53.446774	47.827641	22.002777	21.183903
153.752579	150.361191	34.552071	43.642731
144.669408460518	134.193044297279	39.2019178639681	42.3780792415395
37.112507	55.681404	27.087524	48.775143
259.145330205628	216.095165390693	235.157040517316	237.657862022727
113.684323630907	97.1545154827586	128.043217086845	135.256702661558
39.427444	40.040905	32.092505	32.013876
101.053174008451	111.010795253521	113.661500825352	112.983779369014
1	1	1	1
276.397339	295.605957	249.169342	204.181198
65.859642	53.986851	65.365692	73.751373
34.01599188293	34.9817957514715	24.2532790843689	25.5249379476782
1.499073	1.881661	2.366746	1.812808
708.697754	568.772827	93.358116	110.97036
4.624325	5.7153	6.780016	8.399868
2000.9138578944	2867.30920340068	65.9698662091681	27.0573054730051
1.120774	1.716115	1.627377	1.559823
85.43856	106.433105	118.509727	129.406586
190.359589	182.578781	155.640305	203.621658
3317.584717	3902.209473	4206.060547	3609.313232
50.1658198346745	43.8750438800293	81.4142534615947	83.8650948939283
1	1	15.39285	11.453402
18.5995927837222	15.7921454165936	36.1160007563585	30.536037309244
1	1	1.057245	1
1	1	1	1
141.346893	160.814804	99.034256	87.884903
23.650999	18.83614	34.298355	39.887356
1	1	2.176205	1.918941
82.980705	60.49102	91.497322	110.884209
1	1	1	1
74.002853	51.037933	290.991974	259.072083
10.837116	15.950734	18.990612	21.885675
2.431349	2.595461	75.74865	71.607521
1.539725	1	11.121992	3.701278
1	1	1.949919	1.816608
1	1	1	1
9.99099824925962	8.01733909328727	3.97162576554788	3.41673762931885
1	1	1	1
2.660548	2.501149	1	1
14.349792	8.770666	5.958489	8.505138
87.9158874759985	63.2749509039939	58.0488788310292	54.7194135264977
432.34848	453.284088	517.171204	461.994507
28.973976	23.312948	55.340408	75.348572
131.809509	163.999573	134.262253	142.783295
38.624016	28.111467	21.240099	19.936586
19.295994	15.043622	31.209278	23.041773
1	1.109377	1.087619	1.383841
248.844983770171	246.428307867971	197.298752599022	207.401016701712
33.6559611895604	31.1406459107143	19.3772913997253	18.9121462445055
61.036324	65.069008	75.492317	75.453262
81.32431	65.857384	73.837425	82.8339
45.069099	40.070843	34.983566	37.370975
179.032043	163.217178	470.029205	628.538269
1932.333984	1460.821655	13.050284	51.130714
21.494032	18.412073	86.558243	107.922234
9.205882	8.008342	1.938175	2.124955
389.599762	373.795135	374.185364	408.662842
108.272170071872	89.4533275073506	180.036545276054	168.010741290101
2.321229	2.603799	7.896033	7.402266
41.2813717106918	31.7778768125786	35.6115636746331	33.4767560775681
1	1	6.203293	7.614779
724.699463	414.575562	530.020935	376.542206
1.4312	1.723946	7.844037	6.445757
2223.97779636309	1483.60439945833	544.55434528869	507.332789336309
57.3110223582226	59.7836001555199	28.5532936122309	30.8498585755841
1	1	1	1
36.313732	42.725098	6.9748	5.398465
1	1	7.169779	3.847733
1	1	1	1
1	1	1	1
1	1	1	1
6.522481	11.126406	103.745827	119.775276
1	1	1.017447	1
2.23020750983478	2.83160282612116	24.1208768119591	29.7862450999213
12.713171	14.886001	3.888155	2.978946
82.0763013560424	82.8871925659021	20.6937585148922	23.1775590633345
65.667969	61.796162	45.217133	44.265102
15.251816	13.753906	13.476871	14.340333
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
7.604108	4.874739	2.12008	1
6.124237	5.128516	2.090485	1.875712
15.613091	16.197353	19.334108	22.879972
99.54126	118.068573	59.669563	53.943344
382.759491	326.601288	438.591125	402.708466
168.338455	204.617767	76.918869	80.753815
46.155006	36.735863	55.167282	93.712982
234.645228066567	197.738620805535	256.295353186238	299.579596005236
29.470926	23.231401	41.873505	45.868313
113.398155	117.057426	4.095468	6.246428
2.752927	2.920277	48.90797	48.175732
288.514695457069	206.380667897658	416.244079198612	334.258425908066
96.8316844671756	71.0614780196292	215.426517585605	188.550268047983
39.319668	41.386185	8.721734	8.312328
27.4560480252844	22.1605328618837	9.4782320926043	7.54473298482933
122.202286	97.598022	118.56884	110.208519
1	1	1	1.099835
48.590523	48.480816	61.203079	65.727905
537.698181	580.468323	624.661743	582.38324
1.107268	1.173339	1.084355	1.248719
49.3191778062586	51.3199410174874	38.1369889456972	40.6585445149563
4.405039	4.675746	9.617819	10.740956
97.5622322411887	89.5847782377332	159.683391241189	138.331237806496
60.534031	68.917213	107.137352	101.312233
2.826452	1.662892	4.480135	3.724846
716.102051	551.388367	315.775818	215.645538
75.141724	71.134758	8.346338	6.323616
127.699759171721	152.820053572782	133.845670084913	155.349550791509
1	1	1	1
2.007209	1.966096	1	1.492478
1	1	1	1
2.992881	3.42674	1.969809	2.590049
7.954419	7.007571	12.043658	13.400133
2.300314	1.659659	168.218094	214.060959
158.948417826612	117.068756601461	160.646416887901	145.094364998412
198.810524662791	325.588296902616	34.3054237172965	30.7974025995639
63.936802	56.272053	36.084496	38.603779
315.337006	305.9021	266.267578	250.999252
21.235971	24.608624	76.817566	119.77253
126.760994	92.857002	88.555252	91.780663
1	1	1	1
278.957794	386.711233262156	3.434394	4.937045
30.329849	26.35725	5.134094	5.844133
1	1	1	1
10.822558	7.299737	17.562975	15.571494
