ctl_water1	ctl_water2	ctl_water3	ctl_drought1	ctl_drought2	ctl_drought3	h1_water1	h1_water2	h1_water3	h1_drought1	h1_drought2	h1_drought3
30.2023714041983	29.1242422639571	31.2082727548013	30.2734371585529	41.0264411634658	30.7573526042876	29.699960623046	30.001005296561	32.3735733970523	31.8116540442162	31.7890235230013	28.4195779236266
4.404339	3.777954	3.93038	3.43764	6.581404	4.432897	4.134603	4.201726	4.186089	4.240061	5.241811	5.598075
13.459942	13.439073	13.729458	14.381303	12.275791	13.116238	13.805408	13.935911	13.658245	14.11918	13.036376	13.570884
15.0352270258186	13.0683358299748	13.0074185516373	14.8436468721662	10.1753500610831	13.9866732002519	13.4721339767003	11.9778157940806	12.3876221328715	10.5269954754408	10.8180778129723	9.39022605352645
1	1.069751	1	1	1	1	1	1	1	1	1	1
33.4995572222721	37.0606244265828	37.6061159811405	34.1504741742254	44.7629208325101	34.1392081787158	33.6918991450382	34.2876554854064	33.5882235428828	37.3382918383476	35.8498973426134	35.4541892797485
59.5436926272085	56.1108910259128	59.4006865347468	58.9226491071849	26.5100068262662	67.7588149852768	62.3551866896349	59.2148284623086	56.2530566054181	63.0580469764429	59.6577317803298	56.4713467432273
1.9560818982684	1.90417425378788	1.55975208279221	2.14701597402597	1.93013050595238	2.39083586634199	1.75917112770563	2.16425079437229	1.7903628728355	2.574726879329	2.603993245671	2.35311348430736
1.79067795119363	1.77653703607427	1.45680914164456	1.39629674217507	1.72603788965517	1.85242721697613	1.57353	2.10058282175066	1.574989	2.21054764615385	1.68935597082228	2.05877773580902
2.13643004736842	2.33005739298246	2.12687855263158	1.6997496754386	1.5192272122807	1.79840286491228	1.67586917894737	2.22008636140351	1.62392269649123	1.93854584561404	2.06317904561404	2.13072842631579
1.157773	1.034685	1.14805	1.199887	1.018214	1.141519	1.140672	1.135768	1.052393	1.10638	1.106747	1.088476
5.323929	6.245728	5.208694	6.661555	6.85078	5.938007	4.776529	4.897354	5.024037	6.72982	5.987922	5.445452
34.868668	39.538048	37.160065	40.678078	42.534927	34.679039	33.427986	34.592018	32.605671	34.225075	33.912071	31.969147
277.173978314396	253.144030510652	265.358673940607	251.643196196256	121.312700082634	274.01903635184	275.765086085862	263.097190615881	273.79709972111	259.639198124596	227.440681142027	219.032826084571
29.468042	33.583939	30.439028	34.148739	25.461082	33.258904	30.594687	27.743954	27.604586	31.809294	29.747793	28.36278
1.321481	1.459653	1.37187531083481	1.523006	1.365717	1.294261	1.451983	1.477649	1.439876	1.380237	1.547707	1.248724
8.59549825815705	8.42758069702402	8.36071969272141	8.68531244639656	6.59188215202582	9.32890112764432	7.9739557644317	7.65619601541771	7.65249288418788	9.32537872248118	8.66253559053424	9.02102972606669
1.33197867719645	1.44447535784798	1.18923183613031	1.38124778430405	1.19643701036525	1.171592476308	1.25309583514314	1.37005148420533	1.28681740720632	1.18744525616979	1.40735020631787	1.21105983316881
1.67926197932664	1.79032127111636	1.46304285942115	1.48415700708801	1.70027193620791	1.57303013408151	1.46099922622563	1.53471448021264	1.7242344500886	1.76236056822209	1.788423003544	1.79501532900177
1.299287	1.406125	1.356344	1.29719	1.166973	1.190643	1.189102	2.021042	1.084397	1.604686	1.215807	1.271638
2.87354620236814	2.95522380570506	2.32315968891281	2.20938872658773	1.81741604951561	2.43325891334769	2.62989320452099	2.48256105435953	2.57429859795479	2.1478450613563	2.45626904628633	2.64002604628633
1.112476	1.162403	1	1.229946	1	1.257009	1.109671	1.043251	1.234616	1.092088	1.121562	1.144838
1.79736681688805	2.07795172960152	2.30582749952562	1.73249262476281	1.29205828842505	1.57626289943074	1.66601564184061	1.90813337950664	1.7732657386148	1.47982597865275	1.63432059345351	1.75986748339658
15.838694	15.230147	14.230732	15.012074	12.3006	15.359737	16.067718	14.709826	15.865251	15.270931	15.694917	15.348498
2.145489	2.624237	2.559062	2.301308	2.394172	2.31243	3.180589	3.212497	2.948525	2.794638	2.236641	2.653592
28.541252	24.285505	30.858103	34.549728	23.610317	35.960564	30.453424	28.746984	29.979856	38.590611	38.581036	34.355438
5.181852	4.18041	4.632179	6.387425	3.543704	6.604361	5.837144	5.158281	4.702754	5.510932	5.693669	6.665761
9.303349	8.845536	9.782022	10.264826	7.316239	7.80092	10.193048	9.268494	9.864138	11.291354	12.099402	11.299995
3.61515367984383	3.58299487701318	3.69429941678868	3.21451766422645	3.03979852806247	3.36644095461201	3.24399426891166	3.28210056222548	3.40478135968765	2.90892588286969	3.58218470668619	3.62575317569546
1.28930973187023	1.30880242270992	1.07772629007634	1.11104388263359	1	1	1.40046351812977	1.37796315362595	1.63196969370229	1.32598705534351	1.24550613549618	1.43655508683206
3.14948624636766	2.61883149905243	2.6724895609602	2.83882449399874	2.78224790208465	2.62332076437145	2.39710008338598	3.20696312128869	2.21098762855338	2.44590235628553	2.63468307896399	2.84091360707517
6.248756	5.680608	6.386109	5.069104	6.49408	5.237792	6.406662	5.549418	6.317312	5.871696	6.298252	6.965338
6.195865	6.779729	6.693389	5.166656	3.466748	5.019541	5.946774	6.47161	6.096701	5.527124	5.448313	6.208124
65.4461993701403	70.0359430455487	64.832428384173	63.985450547274	51.3819453400046	69.4909959438693	61.3698897619048	58.639947594663	57.4173016795491	57.4696799224753	56.5103121851852	54.9732458173453
31.3248360564516	33.541557516129	31.4751088387097	33.6952840193548	50.725820016129	31.5616170903226	32.7687853967742	29.162697583871	32.8962399225806	33.1769763903226	37.1764778016129	42.768554683871
1.564182	1.386903	1.172802	1.557291	1.087413	1.230296	2.040819	1.404692	1.176263	1.273084	1.374313	1.553256
15.075516	17.197058	17.543932	17.807034	20.497566	15.870144	18.291187	17.002279	15.798068	20.193895	20.332041	22.769577
7.70725621460341	9.24849883802817	8.01942551890289	9.34362702446256	9.15894266456634	8.31410598962194	7.65758138065233	7.20482824240178	8.22166729429207	9.18272157190512	9.51173773869533	8.51005874203113
1.680359	2.141148	1.812224	2.124655	3.073239	1.891164	1.847218	1.309125	2.263554	2.062294	1.800979	2.195293
8.06534274320051	7.554797	6.60290256166983	8.09612537254902	4.98631792662872	7.40411342947502	8.87416800189753	7.86281332700822	8.42497965970905	8.23945484250475	8.02930610626186	7.72116344781784
1	1	1	1	1	1	1	1	1	1	1	1
1.82369363499779	1.6995627057004	1.64641668183827	1.91085712417145	2.13235620459567	1.63996288157313	1.68244653954927	1.78084672823685	1.53204413035793	1.86027284975696	1.92479216438356	1.74618432037119
1	1	1	1	1	1	1	1	1	1	1	1
8.071137	7.800221	6.653329	5.643558	6.603603	7.059631	6.729691	6.817788	6.321329	6.478373	5.707705	5.974361
17.6279797240812	18.4102793049918	18.6548344223807	17.7212513357104	22.1036845474493	16.1053568787713	19.0503483812397	20.5004916467361	18.4823737471201	17.5412927383434	20.2895387273725	20.7679118683489
5.36887901771404	5.75917217165753	4.74087603838043	5.66969144622522	6.60703953774779	5.77119481822016	5.49766045170814	6.50317914002531	5.88336308224378	6.6875370341628	8.25821308477436	7.46625529101645
6.793367	6.100613	6.26271	6.830145	6.325066	6.287572	6.985256	7.03829	6.587951	7.181684	6.959278	7.832842
7.735474	5.363646	6.978698	6.334805	4.118341	6.355136	6.478514	7.302848	6.896638	6.129305	5.579939	6.259027
8.90679738686586	7.81390349953315	8.06433405415499	8.30137616619981	6.40628637970744	8.16894087706194	7.56459137317149	7.9076479589169	7.96535044413321	9.42671065857454	9.43307980267663	9.00675608341114
13.776633	14.306632	13.557595	13.700863	10.815305	13.533547	14.291385	13.605167	14.238752	14.702879	13.512494	13.268683
24.317146	24.532127	22.78179	21.49988	25.027557	21.51951	22.529884	23.455551	23.119949	21.131598	21.597467	20.84572
1	1.020221	1	1	1	1	1.044317	1.027689	1	1	1.014491	1.019727
10.662085	10.841821	9.712758	10.443912	7.890803	11.643497	10.372884	11.649584	11.890919	12.770675	13.45818	12.902646
6.035845	6.520872	5.993279	7.69448	6.982265	6.625238	5.713824	7.593806	6.842792	6.916233	8.289052	7.582421
5.06317207972665	4.21749146892288	4.64043046046209	4.91222937260006	3.12292581288643	4.96870358607224	4.56774281581516	5.09468417312073	4.79003096322812	4.90505504555809	4.51643779824276	4.16746173641393
7.34115989614007	7.48196656943892	7.09003339235973	6.44517579864704	7.56450298089932	6.49845862554715	7.5001764488659	6.86992449064863	7.20230283684839	7.41697899044966	7.12325777596498	7.04509685793872
1	1	1.275804	1.049404	1.075115	1.028156	1.211785	1.09058	1.041808	1.039123	1.033354	1.021765
1.021727	1	1	1	1	1.004198	1.019291	1	1.030891	1.004637	1.010939	1.016632
3.496017	3.781614	3.526804	2.986954	3.055223	3.185636	3.417498	3.428195	3.191853	3.53449	3.995532	3.700547
3.344913	3.413481	3.213111	3.540354	3.502518	2.676607	3.449604	3.905928	4.095784	3.306584	3.13056	3.369967
2.30530679795634	2.00420238922434	1.73051130329772	2.12766523920111	1.23061448862053	2.24621527310729	1.80505438457966	1.85395519832791	1.96166270459824	1.99688527682304	1.71736496980957	1.59747797027404
1	1	1	1	1	1	1	1.121453	1	1	1	1
1.06618	1.09166	1.190401	1.201183	1.105074	1.035364	1	1	1	1	1	1
15.798742185253	16.2005486420447	14.909045842986	15.3511901682573	8.93623706915937	14.7209696192966	15.0251858450778	15.5353200010459	16.1281889070467	16.0497461364884	13.7891068865211	14.4180411798928
15.3462375983516	16.6824899478022	16.0607594989011	15.0464342054945	14.4664112186813	12.8421014148352	14.1401885818681	14.2134900148352	14.6188798824176	15.2274431379121	15.3203024884615	15.2306988906593
15.9942316188153	16.7268257818815	13.9194972926829	15.515355456446	15.9997087616725	16.9629711832753	16.5137420432056	17.4306922543554	16.1574048090592	18.0750602202091	17.7561142543554	21.0362631790941
13.047013	13.84663	12.094107	13.872184	11.986486	11.644371	12.01786	13.287949	14.048016	12.585386	13.036277	14.689056
28.9395830284318	29.4685817161262	26.0698342354509	29.2635355744114	21.9463163051977	29.3604982483341	29.767287257219	29.7656797681031	29.668653302088	30.5018898063083	30.7660103682808	29.6452305979565
24.371748	22.490332	21.839499	23.408403	12.832362	23.592625	24.702551	23.455589	23.006134	23.927567	22.120134	22.484394
75.556282	70.589684	68.450493	71.8423	64.210392	74.504097	73.414207	76.150391	72.426254	70.8423	70.672142	71.045853
9.10108020475638	8.66225575928074	8.59218179698376	8.44983206264501	6.3452871287703	7.88915376972158	9.24035782540603	9.04469486542923	8.46471183062645	8.19348146809745	9.68907386948956	9.09494436310905
54.250626	58.332588	54.242283	54.141205	50.018818	51.77462	58.021717	56.298347	55.660042	55.978153	53.409637	60.816418
9.37848378547855	9.48435182673267	7.7894526320132	11.1481028316832	10.6087910313531	11.436152950495	8.32803113861386	11.0149903547855	8.94070191089109	11.5934896287129	11.9855735874587	11.2905054141914
11.506673	13.01404	10.965575	13.971779	6.68443	13.626889	12.668482	12.002812	13.685504	16.949633	14.688639	13.273433
5.284853	5.820725	5.339114	6.231046	4.807537	6.119384	6.533396	5.639446	6.059427	5.210379	6.60753	4.884358
1.373536	1.386167	1.167849	1.20604	1.307312	1.151605	1.433806	1.530532	1.439404	1.086551	1.150495	1.168469
27.7775888474812	32.9066310590036	30.9418216479265	34.6799782493738	20.0567102315614	34.5820787868077	28.9789901642082	24.0712721380462	25.3923611964932	26.8152757895909	24.905298070693	23.3690689551906
1	1	1	1	1	1	1	1	1	1	1	1
1.706323	2.073215	2.79297	2.775222	2.153783	2.130195	3.186835	2.564341	3.228495	2.658049	4.082125	3.536594
1.453803	1.280082	1.261537	1.313361	1.165625	1.150585	1.170381	1.569991	1.194816	1.665545	1.318633	1.151544
1	1	1	1	1	1	1	1	1	1	1	1
3.26913580302443	3.557741	3.32406840170609	3.08568998526561	3.189932	3.21994445831718	3.40705921636293	3.91254579449399	3.97581730127957	4.02428161729352	3.60287300581621	3.69913970027142
7.65862511214442	6.65059973194748	7.06079304212254	6.09473642122538	3.54056964770241	6.80827049070022	7.29485854321663	6.45222349945295	7.10663064770241	6.90992775054705	5.51416748194748	5.53414678282276
64.2148711713344	61.4284879571664	56.1060426655684	51.1350158583196	56.450875878089	51.4297646886326	61.3866128714992	59.7668344250412	58.6824210329489	56.1128889110379	55.4728561334432	55.9715083014827
4.585579	4.755449	4.052181	4.284081	3.111158	4.421681	4.642165	4.038787	4.26476	4.622527	4.351234	4.502774
2.794506	3.298403	2.663064	3.253586	3.532703	3.527733	3.361521	3.56853	3.622483	3.785346	4.251245	4.046141
25.411205	27.752104	28.292717	31.850073	25.592661	29.086931	30.091145	29.024897	27.141687	31.146404	33.734829	32.322906
1	1	1	1	1.0420343147541	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
16.01744	16.940045	14.88491	15.481297	15.257874	15.000682	18.262617	14.950013	16.183392	16.56006	17.895576	17.890087
9.959853	11.174236	9.191606	5.85557	8.421565	8.056727	9.737208	8.737057	8.14743	8.698872	5.768148	10.236533
3.54064791130092	4.03472383639947	3.47048822273325	6.71780333508541	4.7087141544021	6.49865160709593	4.53287037122208	4.99526415243101	4.97830532785808	5.93965291392904	6.53689914651774	5.33120221813403
2.767614	2.485602	2.92076	2.887998	2.181286	2.607826	3.39054	2.489683	4.186186	3.150094	2.966211	2.292651
1.78943045131376	2.17847822256569	2.13822727357032	3.07165636166924	1.85405676661515	3.0073805942813	1.98505036166924	2.51987551391036	2.80182740803709	4.58376228670788	3.79746705100464	3.97573137248841
4.490461	4.647765	4.188893	4.127628	4.665469	3.953974	4.171869	4.229737	4.125435	4.320484	4.52599	4.741106
2.814345	2.501998	3.006243	2.919496	1.803367	2.661076	3.281936	3.239443	2.221713	1.993534	2.240101	2.425185
3.47028	4.367896	3.807036	4.386058	5.478678	4.79074	3.452214	3.857017	3.407541	4.217247	4.686179	4.694651
2.02218481496326	1.99407538877756	2.79759090714763	2.01553308149633	2.23287555511022	1.89588513293253	1.78885033066132	1.85429512825651	2.17483727989312	3.92040399799599	2.95274454108216	3.04132216766867
1.203358	1.075129	1	1.328513	1.160721	1.248153	1.14148	1.278667	1.061838	1.898868	1.182425	1.443627
11.4536533451677	10.3261677146614	11.576145112426	11.3091943379356	8.73072450887574	11.2129559579224	10.501789338593	12.1265352412886	11.273739722551	10.5393144076266	11.6486143208416	11.8141662748192
2.205939	2.436568	2.385688	3.113995	3.003619	2.155067	2.576316	2.503675	2.738	2.513344	2.043637	1.921779
1	1.16831149794239	1	1	1	1.24300683950617	1	1.19603873251029	1	1.01466539917695	1	1.29334483127572
1	1	1.05346312920168	1	1.04639668277311	1.03232614705882	1.17190185294118	1.10387614705882	1	1.10324720588235	1.14686729411765	1
1.248114	1.270962	1.163666	1.252802	1.402848	1.051373	1.138475	1.789297	1.07869	1.664761	1.136389	1.356137
2.011609	1.634594	1.740247	1.745242	1.764408	1.535058	1.627881	1.835977	1.545043	1.643397	1.576029	1.727598
1.37731428882295	1.87898762611276	1.89136930563798	1.93132406330366	2.43042719485658	1.56114204747774	2.03334934915925	2.05683231849654	2.32279283481701	1.72157488625124	2.20793733531157	1.49888220969337
31.042212	29.215803	30.254477	32.605036	16.200137	32.029648	36.314934	33.686817	30.658333	32.806036	33.730778	31.186958
1	1	1	1	1	1	1	1	1	1	1	1
1	1.090611	1.447089	1	1.36181	1.303612	1.087459	1	1.338854	1.332445	1.082967	1.138672
143.649771696174	143.292182398629	140.181228304969	138.00299937293	148.385494503712	127.871590809823	138.327596059395	137.014803142204	140.378646789263	142.998694	139.149950814392	151.30760578755
1	1	1	1	1	1	1	1	1	1	1	1
1.09741629367536	1.14690123175586	1.14047626271561	1.04870528748341	1.03666645289695	1.07472350508624	1.09833795886776	1.05973381689518	1.10393371517028	1.16770459177355	1.10267273993808	1.12523206899602
1.066221	1.15818166595593	1.072227	1.07565201066098	1.011859	1.100466	1.049061	1.07315727078891	1.08433	1.14280160151623	1.07833486306562	1.06655596256811
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
164.747498	158.117691	161.502762	159.308472	97.892502	156.279587	175.32991	161.94632	168.588638	162.090698	160.542282	164.759308
1.12063	1	1	1	1	1.118628	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1.12491843164872	1	1	1	1	1	1.03784681317316	1.08873786454018	1.01625511267606	1	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
3.83937827834352	3.04874492464358	3.72420673862865	5.64288735302105	3.14716758655804	6.3931847359131	4.3994574874406	4.55602945349627	5.82629139239647	8.46375117990496	8.85225024643584	7.04885831500339
1.323318	1.465031	1.171414	1.725084	1.338047	1.356622	1.338482	1.772515	1.213841	1.797095	1.789755	1.721716
1.48878622265844	1.38485144924285	1.60312890409422	1.35564152551879	1.54474552832305	1.499384	1.486681	1.335004	1.82724478014582	1.44799	1.552825	1.81188330566461
7.706191	7.396593	7.847532	6.886576	7.551267	5.893209	7.879771	8.85082	8.967993	9.246237	8.288537	9.58387
1.503306	1.6460061691023	1.43229955741127	1.611276	1.50633999582463	1.466004	1.83946839248434	1.52998528601253	1.810149	1.82283653235908	1.90304429018789	1.6149179039666
3.325191	3.01389	4.03655	4.326042	6.161622	5.234614	3.844024	5.850607	6.505304	10.750351	8.752352	10.38185
1.46973357689769	1.25625415280528	1.31823051716172	1.29572672343234	1.290204130033	1.27050134224422	1.41781125775578	1.28151974356436	1.3874285349835	1.21124095379538	1.29081045808581	1.48079487458746
7.890549	6.138248	6.122734	8.510854	4.622184	6.822786	8.645798	7.50617	7.890713	7.474474	6.388227	7.702801
5.1873307299908	5.81998948942042	6.06614034544618	4.30621530082797	4.91945888914444	4.39639468629255	5.11974612189512	5.52952287120515	5.51038326954922	4.43506924379025	4.45058029162833	5.7855370975161
1.545518	2.177232	1.767987	1.870874	1.72046	1.574331	2.181533	2.088982	1.898527	1.645073	1.498184	1.397483
9.753211	6.975471	7.281783	5.969973	3.758015	6.799906	8.273828	8.204561	8.125547	6.963458	3.972443	4.816504
1	1	1	1	1	1	1	1	1	1	1	1
5.33631193186218	4.86612497870693	4.50530921060782	4.16752220054201	3.60887084978707	4.40688824119241	4.40749728571429	5.25254015060008	4.12108490592334	4.39058089121177	4.33539617460317	4.87651525706543
12.229792	14.200626	12.173282	8.808675	10.151636	7.675616	11.067342	11.497535	11.547326	8.837158	7.758352	9.610509
4.924464	4.557471	3.979912	3.888637	4.343646	4.287038	4.632204	5.061439	5.219475	4.788047	4.999211	5.429902
7.820495	7.043257	7.805289	8.154754	4.766598	9.527781	7.28038406980961	8.749131	8.9968861586582	8.301814	7.512489	6.841925
1	1	1	1	1	1	1	1	1	1	1	1
1.244849	1.292196	1.28213	1.422207	1.388725	1.099336	1.379005	1.199235	1.387226	1.410876	1.338729	1
491.137634	457.316803	468.256378	433.375885	475.063293	425.92038	471.593719	478.50119	489.228424	434.728729	421.839691	449.990753
1.205854	1.088365	1	1.033913	1	1	1.156262	1.026041	1	1	1.187947	1
2.19504	2.403499	2.265924	1.872314	1.512291	1.445886	1.784212	2.482239	2.124197	1.910525	1.736835	1.680533
1.214009	1.212915	1.16723	1.113083	1.066933	1.108547	1.26553	1.072174	1.225819	1.228602	1.235312	1.266285
1	1.060818	1	1	1	1	1	1	1	1	1	1
12.078891	11.353553	12.682661	10.679902	7.960629	12.348301	13.815767	11.372048	11.036016	12.276948	11.776816	10.255108
66.974083	85.443207	72.041641	80.371986	66.782394	104.220879	71.92585	57.678894	61.501755	44.543968	46.22858	46.965435
1.081485	1	1	1	1	1	1	1	1.167045	1	1	1
